,question_1,label
5234,what is the highest point of mt st helen?,10
5235,what is te best dvd ever produced?,8
5236,What are the health benefits of gingko biloba?,3
5237,Are gnostic beliefs considered cultist?,1
5238,Does any company make a flavored or ribbed large condom?  (serious question)?,3
5239,"Is smoking marijuana any better than drinking alcohol, or smoking cigarettes?",3
5240,My love for the TV show Knight RIder is impacting my marriage. It's all I think and talk about. Please help!,9
5241,A Practical Riddle?,8
5242,How did Transalvania get linked to Dramcula and Vampires?,1
5243,what are the sexual benefits of circumcision?,3
5244,Who decided that everything in the Bible was inspired by God?,1
5245,who is the best soccer player?,6
5246,"Trivia Question: In what American war, did the Gatling Gun see the most use?",10
5247,curing warts?,3
5248,"Someone asked, Do you like Ginger or Maryann? What about the other 2---""JEANNIE or SAMANTHA""???????",8
5249,who likes dragonball z?,8
5250,"circumstances make girls a bunch of nicety atleast at the first go,,what you say???",9
5251,Where can I find gospel music to download on my cell?,8
5252,"If I file for Divorce and everything is in my name including the House,Can my husband get it?",9
5253,need sizes on indy car tires in inches looking for tire 26in tall 15in wide 15in rim?,6
5254,What word most logically goes in the brackets: EASY [HEAD] HARD OOZE [....] FACT?,8
5255,"Ear canal got dried, not producing wax anymore, I hear echos in the canal when sounds come in. Infection?",3
5256,anyone wanta dance?,8
5257,Are there any woman out there that still try to be the perfect woman?,9
5258,"this goes with the question,my husband and i separated 3 weeksago, his choice. how do i get him back?",9
5259,iam little fat what is the best diet in your opinion?,3
5260,why is the test series between australia and england called ashes?,6
5261,How did the myth of Santa Clause begin?,1
5262,"What the world think about Silvio Berlusconi, our first minister?",10
5263,I want to know about how enjoyment of our life?,6
5264,"What is ""sociology of law"" where can I read about it?",10
5265,gay partnerships?,9
5266,woud you look normal if all humans had no nose?,1
5267,roles of nurse in assisting the nutritional needs of client?,3
5268,Can you be gay and be a 100% virgin (Virgin as in no sexual contact what so ever)?,9
5269,Is Scientology the biggest scam of all time?,1
5270,Does anyone have the UFC dvd 33-39?,6
5271,who killed john f. kennedy?,1
5272,who is masson?And who is he?,3
5273,How lucky can the cowboys get?,6
5274,what is the meaning of life?,1
5275,does piercing your nipples interfer with breastfeeding last in life?,3
5276,Is insulting a police officer illegal?,10
5277,Should New Orleans be rezoned as off limits and rebuilt somewhere else?,1
5278,What is the official net worth of the Papacy?,10
5279,How many people love musicals?,8
5280,Would universal health care be good for America?,3
5281,how can I get relief from my neck pain?,3
5282,can depression cause lower back pain?,3
5283,"is sign language in or out, helpful or useless?",1
5284,"If you learn to speak a 2nd language & never speak your mother tongue for years, is it possible to forget it?",1
5285,Why was monday night football cancled?,6
5286,If a person crys because a person told her they loved her does that mean she loves that person?,9
5287,can bi polar be contagous?,3
5288,ONGC_details  in  kakinada A.P?,10
5289,Who's the right one for you?,9
5290,Where can i find a dealer for BICYCLE ENGINE KITS BY HOWELL MOTORS In canada I need an 80cc?,6
5291,"Who is better in the NBA, Tracy Mcgrady or Kobe Bryant?",6
5292,I am 14yrs old .Grouth of my breasts aren't uniform.Left breast gwing more.Usonogram report normal.Solution ?,3
5293,"If I told a girl ""i luv you"", and she replied ""haha, why?.."" does this mean she dislike me or what?",9
5294,Does anyone know any CIA agents?,10
5295,What is the fastest speed of a car?,6
5296,Would you rather watch an xrated movie with your parents or starring your parents?,8
5297,name as many skateboard moves?,6
5298,"What was the name of the actor that starred as Little face in""Dick Tracy"" The Warren Beatty version.",8
5299,"What is the title & artist of the song playing at the end of Scrubs season 3 episode 14 ""My Screw Up""",8
5300,how to win a girl's emotions??,9
5301,How is life for moslem foreigners in western countries nowadays?,10
5302,Is there anybody else out there named RYLAN?,9
5303,Is dental insurance covered in Canada by the government?,3
5304,i need the address to West valley jail house?,10
5305,What is the average length of the human penis?,3
5306,CAN AN INSURANCE COMPANY RENIG ON ITS OFFER AFTER I SIGN THE SETTLEMENT PAPER?,10
5307,how could i understand a person's body language?,9
5308,Do the United States have a right to defend itself by striking at an enemy that will attack us someday?,10
5309,heart diseaseof what type?,3
5310,wat age should ppl lose their virginity?,9
5311,is there financial help avaliable to open a wild horse rescue?,10
5312,Who is going to win the Pro Bowl This Year?,6
5313,why does booze cause hangovers?,3
5314,What's the fastest way to lose weight gained during pregnancy?,3
5315,places to trout fish near sanfrancisco?,6
5316,What are the possible medications or treatment for person suffering from effects of CO poisoning?,3
5317,"website of maria sharopova,serena and venus williams pls?",6
5318,Do you have a page with all the people in the Hall of Fame?,6
5319,What was your favorite song of 2005?,8
5320,what is sufism?,1
5321,"What ever happened to the TV Show ""Renegade""?",8
5322,which was the latest cartoon character created by walt disney?,8
5323,How do you feel about chicks who dig video games?,9
5324,what are the risks of being in the military?,10
5325,Does JoePa Really Deserve Coach of The Year or Is It Patronization of A Relic?,6
5326,there was a man in my life. i loved him will he come back?,9
5327,Who decided to make countries?,10
5328,Who was the best defensive NBA player of all time in your opinion?,6
5329,How does Direct Democracy work in Switzerland?,10
5330,can a woman get pregnant on birth control pilld?,9
5331,Is mastrubating good or bad ?,3
5332,What's your favorite color?,8
5333,Where was God before He made the heavens and the earth yet?,1
5334,Why are people sent off to war not considered old enough to buy a lottery ticket. In my state it's 21.?,10
5335,What is the name of the comic who does the voice and jokes of 'triumph the insult comic dog'?,8
5336,why cant i get a boyfriend?,9
5337,How do you make someone fall in  love with you?,9
5338,OK-What is the best way to fight a cold??,3
5339,In the rock band W.A.S.P. What exactly does the phrase white anglo saxon protestant really means?,8
5340,Why don't terrorist in Iraq realize if they would just quit blowin people up we would leave?,10
5341,"the web site for an occult site store name something,,,, retailers?",1
5342,Tips on slimming down...?,3
5343,Who won the 1950 world series?,6
5344,What is the most disturbing horror movie that you have ever seen?,8
5345,what is palestine?,10
5346,How do you become an NFL referee?,6
5347,Do you say happy holidays as not to offend any body?,1
5348,"Guys and/or Gals, do you also check out Camel Toes all day long and rate them?",9
5349,Is there any difference at all between Republican and Democrat anymore?,10
5350,who won superbowl 39?,6
5351,"Who listens to Disturbed, Slipknot, Mudveyne, And Sevendust and aren't gothic?",8
5352,Do penis pumps work?,3
5353,Will Brett Favre come back next year or retire?,6
5354,"Are you as frustrated by the baseless therapy given on TV's ""Starting Over"" as I am?",1
5355,If the only excersise i do is walking how long should i walk for everyday to stay healthy?,3
5356,what do guys like in a  girl?,9
5357,How do I know if woman getting orgasm when making love?,9
5358,Why do people drive on parkways and park on driveways?,6
5359,What are the ku klux klans ranks?,1
5360,What should be the role in the globalized world of subsaharian african countries?,10
5361,is it possible for a average woman to lift a man?,3
5362,Which is healthier to wear?  Boxers or briefs?,3
5363,"Who ""cannot"" qualify for a passport?",10
5364,"is it normal for ankles to crack loudly when ""rolled""?",3
5365,which 3 qualities u want in ur would be husband and wife?,9
5366,What is the worst tv show on?,8
5367,whats your favorite sports car?,6
5368,how can you contact someone on yahoo personals without subscribing?,9
5369,Who is hotter Ciara or Rihanna?,8
5370,can a friend be a lover?,9
5371,Who will be the candidates in the next pres elec?,10
5372,Who and when invented soccer?,6
5373,DOES SIZE REALLY MATTER FOR WOMEN?!?,9
5374,Do we need a Prime Directive?,10
5375,Why is the Lion witch and wardore seen as a christain movie?,8
5376,who is better detroit or spurs?,6
5377,"Where did curse words d-a-m-n and g-o-d-d-a-m-n originate from,who first used these and why?",1
5378,What ever happened to City High?,8
5379,I let the girl of my dreams get away 25 years ago. I can't stop thinking of her even still. What do I do?,9
5380,in year dolphins won  super bowl who was on rostter as quarterbaks the had that year?,6
5381,Any Yankees fans?,6
5382,How do I get laid in Italy?,9
5383,Why don't Christians today follow Old Testament dietary laws?,1
5384,how do you feel about the police?,10
5385,what is the difference between an agreement and a contract?,10
5386,Who killed the giant Machines in War of the worlds?,8
5387,what is your favorite verse in the bible?,1
5388,if u trim ur pubic hair r u suppose to itch?,3
5389,What is ur fave sport and Why ??,6
5390,Why Do You Hate Us So Much?,10
5391,Is the Ionic Breeze worth the money?,3
5392,How do you know when your in love?,9
5393,ganglion cyst?,3
5394,how harmfull is mastur_ation?,3
5395,"Where's a transcript or mp3 of Clinton's climate speech at the UN climate conference in Montreal, on 12/09/05?",10
5396,What is selling out?,8
5397,any luck getting to tsp.gov?,10
5398,how do convicts get so strong with such poor diets?,3
5399,what ever happen to chris tucker?,8
5400,who/what started the stereotype that asian women are supericial and have stinky breath?,1
5401,relationship with different religions?,9
5402,how do i interpret my hepatitis screening test?,3
5403,Which is the longest English movie ever released?,8
5404,Girls: Do you like goofy guys or mysterious guys?,9
5405,why dont more stores sell chanukah decorations?,1
5406,how do you vote on any question?,10
5407,When someone says that something is polical correct. What is the name of the person who determines that?,10
5408,What are the diffrent styles of nipple clamps? And which one should a beginner start with?,9
5409,What do you want for Christmas?,1
5410,Who scored the most touchdowns in one season?,6
5411,What is the name of the disorder in which a person acts opposite of who he/she really is?,3
5412,is there an anime called Naruto?,8
5413,My 10 year old has bags under his eyes. What can I do?,3
5414,How can I naturally speed up my metabolism to lose weight and keep it down?,3
5415,Is there a site where one can find the U.S. Supreme Court decisions and how each Justice voted on it ?,10
5416,What age can you get an American passport without parental consent?,10
5417,What is the religion of Jesus Crist before he died? How he practice his religious>?,1
5418,What does it mean if your left testicle hangs lower than your right (3cm) and appears bigger(1.5x)?,3
5419,where can I find anhimation drawings of the mascot of the mexican soccer team america?,6
5420,"If people are to blame nature or society for being evil, why do they go to hell for what they are? ..jff, JFF?",1
5421,How do the 1st down marker lines work on TV? It's a tecnology I don't understand!?,6
5422,"Which TV is better&#92;, Plasma or LCD?",8
5423,How many reindeers has Santa Claus? Why?,1
5424,i met a young women last year i made her my freind how do i make her my girlfreind?,9
5425,why would a girl stop loving a guy who realy loves her more than anything???,9
5426,Do you think minorities are important for the US.?,1
5427,Who will win the Pro Bowl???.?,6
5428,HOW DO YOU COPE WITH  HAVING CANCER AS A TEEN?,3
5429,what is Fifth Disease?,3
5430,Why is stubbing your toe so painful?,3
5431,What has happened to Jeff Reardon?,6
5432,How long would you go to prison for deserting the military right now?,10
5433,What is the first thing that comes to mind when you see a Marine?,10
5434,What is the best pick up line?,9
5435,"i know this guy,i know he likes me even if he doesn`t say anything?",9
5436,"When buying DVD Movies, what is the difference between full frame and wide screen movies?",8
5437,are the labrea tar pits open on sundays - what time do they close? thanks.?,8
5438,How often or how much can I drink Coke without it rotting my teeth?,3
5439,What is the name of the country...?,10
5440,Will the UPA government in India last full term?,10
5441,Are the Nike free's worth it?,6
5442,What are the healthy weights for kids age 10-11-12?,3
5443,"How do I buy Super Bowl tickets at face value? (not from ebay, etc)?",6
5444,what is ADHD?,3
5445,anyone watching howard?,8
5446,What is the best way to stop smoking?,3
5447,"where do I find lyrics for the song ""So Lonely {one and only part II} by Mariah Carey?",8
5448,"What's the best way to lose 10 lbs quick, and keep it off?",3
5449,Why did the cookie cry??,8
5450,How do make friends?,1
5451,can a average woman carry a average man?,6
5452,"In a relationship, how do you decide when ""not that good"" becomes ""not good enough"" and end it?",9
5453,Do you think it is possible for a person to fall in love within the first month of dating?,9
5454,what to to after abortion ?,3
5455,how to tell your family that you're gay?,1
5456,is it wrong for a woman to leave her husband and to be be another man if she is not happy with her husband ?,9
5457,Is there anything Americans can do to help Cubans?,10
5458,"Why (in america) are people called by their ethnic group + ""american""?",1
5459,How many times will you meet a true friend in a lifetime?,9
5460,Is the drop kick legal in the NFL?,6
5461,Do you have a nickname?,1
5462,Who is the only baseball player to be thrown out at every base in one single game?,6
5463,What happened on Grey's Anatomy this week?,8
5464,Why do people cheat?,9
5465,"Are tattoos legal in Oklahoma? If so, when were they legalized? (Sources?)?",10
5466,what is the process tochange a federal act into a federal law?,10
5467,What is the worst holiday gift you ever received?,1
5468,what do girls watch in a guy the first time?,9
5469,How painful is root canal treatment?,3
5470,I want the history of liverpool football club?,6
5471,"I realize that ""blue laws"" were never written on blue paper, but are so named because of ""blue noses""...",1
5472,"When Christianity began as an organized religion, did many Jews convert and join?",1
5473,Do you think the devil is a liar?,1
5474,can i find a website with the nes game worldrunner 3D music?,8
5475,How do I contact a TV Station in Korea that doesn't exist anymore?,8
5476,Where does Billie Joe Armstrong live?,8
5477,if i have Chlamydia does my partner have to have it too?,3
5478,where i can find hiphop albums on download?Thanks?,8
5479,What's a kids favorite key?,8
5480,If the guy I am dating wants me to change cell phone providers so we can have mobile 2 mobile should I change?,9
5481,were can you read sadoko and the thousand paper cranes online?,1
5482,How long does it take to heal a toe amputation when the patient has very limited blood circulation?,3
5483,"Should my Fiance and I get pre-marital counseling, even if we don't think we need it?",9
5484,What is it that women like most of men??,9
5485,"Who's the best ; ""PELE' or MARADONA "" ?",6
5486,why Iraqi people doesnt get immigration easly to west countries?,10
5487,"What is a name of a sports ""club"" that starts with the letter g?",6
5488,What do you believe heaven will be like?,1
5489,who is the best shooting guard in current NBA 2005?,6
5490,Who is the best Television character ever?,8
5491,Lyrics to Harry Potter?,8
5492,what is the patriot act?,10
5493,"NASCAR trivia. Who won the Winston Cup, Nextel Cup, and Indy Racing League?",6
5494,"Police Officer Detectivelost job, unable to move on. Anyone have any suggestions?",10
5495,how long should I spend in a tanning bed?,3
5496,When is the next price hike of first class US postage stamps scheduled to go into effect?,10
5497,How do you feel regarding the current status of our border policy as it pertains to the U.S./ Mexico border?,10
5498,"If you dream about drowning in pink water, what does it mean?",1
5499,How can you tell when your husband is lying to you?,9
5500,how can i tell if he really likes me for me n not my body n looks???,9
5501,What are the requirents for a high school football player to make all district in Texas?,6
5502,usa women wants to marry pakistan man how do i go bout it he is in pakistan?,10
5503,"Over the histroy of MGM studios, how many lions did they use for their opening ""roaring lion"" clips.",8
5504,Where can I find/purchase full game tapes of past NFL games?,6
5505,How much weight did you lose on Atkins or the South Beach Diet?  How long did it take you to lose the weight?,3
5506,Why do man have butt hair?,3
5507,Why is marijuana illegal while tobacco continues to kill and get rich?,10
5508,is bangalore a better place to live?,1
5509,how is a quick way to lose weight and tone muscle that doesn't take long?,3
5510,How do you choose the size of surfboards?,6
5511,im looking for a song and all i know is a few lyrics can anyone help?,8
5512,Which NFL team won Super Bowl 31?,6
5513,What causes the Condorcet voting paradox?,10
5514,"Best symbol for Christ - Cross, Fish or Buddy Christ from Dogma?",1
5515,Who's the greatest man on earth?,1
5516,What is diffence between AIDS an HIV??,3
5517,"Who's your favorite Castaway on the original ""Gilligan's Island""?",8
5518,Is Bush a good president?,10
5519,"How valid is the Bible, considering it was written thousands of years ago?",1
5520,do you like christmas?,1
5521,"W get no hockey news in our paper in Bloomington,Indiana . There are a lot of Canadians going to Indiana Univ?",6
5522,"has any one delt successfully with bedsores,and how?",3
5523,How can I best help someone who is bi-polar?,3
5524,which team won the soccer mundial on 1986?,6
5525,hemidystrophy what causes this?,3
5526,What's connected to the other side of your belly button?,3
5527,Have you signed up for Sirius because of Howard Stern?,8
5528,what age where you when you had your first date?,9
5529,When will we return to an age of reason rather than faith?,1
5530,Do Americans still value the voting system and feel like their vote makes a difference?,10
5531,korean golfer who left his daughter in dark cemetery to get courage?,6
5532,how can i treat my trigeminal neuralgia?,3
5533,My wife of two years barely want to have sex with me anymore.?,9
5534,"What is the psychological significance of the word ""schauffhausen""?",1
5535,where can i actually watch the video of angel of mine by monica without having any problems of watching it?,8
5536,What type of visas are available and what are the requirements for the visa?,6
5537,Will Tiger Woods Retire since he hasn't had a Off-Season?,6
5538,How can people go against reason?,10
5539,who is the cricketer who has scored the max centuries in test cricket?,6
5540,what is life? What is the purpose of life? Why we live on earth and why we born in different families like   ?,1
5541,what age jennifer lopez?,6
5542,"Is Ohio State going to kill Notre Dame, or what???",6
5543,How can I become a professional wrestler?,6
5544,I think my husband is alchoholic? How can I be sure?,9
5545,Is the MTA strike in NYC illegal?,10
5546,How do you get a hot girlfriend?,1
5547,Have you ever shoplifted a christmas gift before?,9
5548,Are there any men out there that dont care what a woman looks like physically?,9
5549,i wanted to find mykad whether is ready a not which are list online to show that mykad is done .?,10
5550,what causes itchy trachea?,3
5551,"in dentistry, what causes a dry socket?",3
5552,Was Jesus a Good Carpenter?,1
5553,Why are people so resistant to the Creative Commons/copyleft ideas?,1
5554,Did Phil Collins really play a small bit part in a Beatles movie?,8
5555,why do we have pubes?,3
5556,Who is the best center of all time?,6
5557,"I am constantly  dreaming a number, Does anyone have an explanation for it?",1
5558,tell me a question that can never be answerd yes!?,8
5559,What is the name of the big huning and sports tore in Michigan?,6
5560,what is the earliest you can feel pregnancy symptoms?,3
5561,how do you start your own adult entertainment business for exotic dancers.?,8
5562,i need mp3s of great guitarists for free so i can make an awesome cd for me and my friends please help me?,8
5563,How does metal detecting help arthritis?,3
5564,is erectile dysfunction mentioned in the bible?,3
5565,why are women bitchy on their periods?,3
5566,How much higher are the risks of getting breast cancer if you've not had any babies?,3
5567,I am very bad at remembering names of people that I just meet - how can I get better at this?,1
5568,Can you recommend some melo songs?,8
5569,this ?? is body langage how to tell if she wants to have sex with u good signs?,9
5570,Why do men always want what they can't have when the best thing is looking them right in the face?,9
5571,Why can't conservatives really learn to conserve more?,10
5572,Can anyone help me with the best workout schedule?,3
5573,Is depression real?,3
5574,"what does ""hasta la vista"" means in english?",1
5575,how can I verify that an individual is permitted to practice law?,10
5576,Is he too busy?,9
5577,"I've been out of an abusive relationship for 2 years, but am still haunted by it. Is there anyway to let it go",3
5578,Do you think all living things deserve to live?,1
5579,Why do good things happen to bad people?,3
5580,what is the last religion sent by GOD for humans?,1
5581,Do you believe you can love someone you have never even met?,9
5582,Why is marijuana illegal?,10
5583,do you have mad cow disease?,3
5584,What did you want to be when you grew up...and what are you doing now?,1
5585,why do they sterilize the needle before a leathle injection???????????,10
5586,Are there any movies where the aliens win?,8
5587,Why do people bother with New Year's resolutions?,1
5588,How do you get a guy to understand that you don't want to go out with him?,9
5589,"do retarded people get offended when we make fun of them, or don't they know the difference?",1
5590,Is it against the law (an invasion of privacy) for a hotel to ask for a guest's mailing address?,10
5591,"Why, if so many people are unplease with it, don't you do something to change the Government?",10
5592,can the pat stop the colts in the playoff?,6
5593,"What do you think of a guy who met a girl, had sex same night, for 9 nights, then wants to marry her?",1
5594,I was born on May 22 (11:45PM). Am I a Gemini or a Taurus?,8
5595,why do i get rashes on my neck during my periods?,3
5596,is kazza gold membership at .94 per month a real deal or not?,8
5597,Why does nascar call grand national cars stock cars?,6
5598,how do you know if someone is cheating?,9
5599,"I have oily skin and everytime that I get a pimple, it leaves a dark spot. How can I removed them?",3
5600,what is the statute of limitation on arrest warrants in virginia?,10
5601,Can u find me the location of Sgt. Marlon D. Simpkins?,10
5602,why would a heart attack patient cut his sternum wires out of chest?,3
5603,Where can I get a sound file of the Beetlejuice Song by Beetle and by Staind? Go Howard!!?,8
5604,Did God have a beginning?,1
5605,are cigars as addicting as cigarettes?,3
5606,how to become a basketball expert?,6
5607,"what does it mean ""to stem""?",1
5608,What to do about liking a girl that in the past liked you back but you still haven't gotten over her?,9
5609,is there's a possibility for me to cancel my new passport as I already saw my old passport?,10
5610,Is there any difference between religion and culture? How many people actulaly choose their religion?,1
5611,what  is  safe  sex?,3
5612,what's the meaning of The Public Sector?,10
5613,Could Oprah Winfrey successfully run for the President of the United States?,10
5614,What are the legal laws for suspending an employee?,10
5615,How can I teach my son to hit a baseball?,6
5616,Who buys the wedding attendants giftss?,1
5617,why do men have a facination with threesomes 2 women 1 man?,9
5618,what is the best way to loose weight?,3
5619,how many popes have there been since the beginning of the catholic church?,1
5620,why mercy killing can't becomes legal?,10
5621,Where can I learn how to speak Polish?,1
5622,what is the best soccer team in italy?,6
5623,What is the meaning of life?,1
5624,Wich golf balls you think are the best?,6
5625,I am worried that my 11 year old son is having relations with himself? Should I be concerned?,3
5626,How to legally mail a weapon?,10
5627,"Can this human-kind of ours, live in happy communion without the bigotry of all religions of the world?",1
5628,How often do you intentinally start a fight just so you can have angry make-up sex?,9
5629,"Do mothers that breastfeed lose their ""baby weight"" faster than mothers that switch their babies to formula?",3
5630,"WHAT DO YOU DO WHEN YOU REALLY LIKE A GUY, BUT HE HAS A GIRLFRIEND EVEN THOUGH HE DOESNT REALLY LIKE HER?",9
5631,will the NYY win the world series?,6
5632,"What is the best shopping centre in Melbourne, Victoria, Australia?",1
5633,where do i go to get a letter signed by the president for veterns? I want to order one for my dad for christma,10
5634,"What does ""blood lunch"" mean?",1
5635,what's the purpose of life?,1
5636,where is romania ?,1
5637,Marriage Obligations...?,1
5638,how can  you get aids/hiv?,3
5639,What did Walter Payton die from?,6
5640,what is japan like?,8
5641,How many layers of deodorant do you usually put on?,3
5642,Is it legal for an employer to dock 30 minutes from your pay for being 1 minute late?,10
5643,how come Track and field isn't a sports category?! :'(?,6
5644,my age 30 and I cant make relation with girles?,9
5645,The world is going to end?,1
5646,will i stay with the bf i have now?,9
5647,"What ""slogan"" is Droopy the Dog known for? I thought it might be ""Wowsy, wowsy, woo woo"", but maybe not.",8
5648,i am white. i would really like to no how to jump a little bit higher?,6
5649,How hard is it to go from USAR in NC to USAR in SC changing the MOS?,10
5650,How can you tell if somebody you know is good or bad?,1
5651,"if our senses are just electrical signals sent to the brain, and can be manipulated, then what is reality?",1
5652,Is tim burton planning on making charlie and the great glass elevator?,8
5653,Where can I get texts of different songs of different artists?,8
5654,What do you think about capital punishment?,10
5655,"Is ""March of the Penguins"" good enough for a birthday gift?",8
5656,What Ed Wood Jr. sci-fi schlockfest features the immortal line: “All of you Earth-are idiots!”?,8
5657,Has anyone has success on Effexor XR?,3
5658,"Who is tougher, Brett Favre or Lance Armstrong?",6
5659,i have a brown spot left over from a large boil  which has only lightened slightly will it fade completely?,3
5660,Who is the first president?,10
5661,"Who wrote ""Its a Wonderful Life"" ?",8
5662,I'm looking for info about Marine Air Base Squadron 24 that served in Kaneohe Bay mcas 1969 thru 1971 Thanx,10
5663,"how do I find out about household alleregies or allergens ie mold, etc.?",3
5664,What are some examples of grammatical language taboos?,1
5665,Who won the WWE title in 1983?,6
5666,Why do some women sleep w/ alot of guys and refuse to commit to any of them?,9
5667,Why do East Europeans hate America?,1
5668,"What is this ""war in iraq"" i keep hearing about?  Does it have anything to do with health care?",10
5669,it's too bad to choose be alone?,1
5670,Do you think people who dont believe in God are evil?,1
5671,How do I contact the mayor of New Orleans to offer help with hurricane assistance?,10
5672,DO ANY OF YOU REMEMBER  BRIAN BOSWORTH EX SEATTLE SEAHAWK?,6
5673,I want to find a person working in Baghdad Iraq. What can I do?,10
5674,define naturism?,1
5675,Can my illegal friend get citizenship in the U.S?,10
5676,Will the colts go undefeated this season?,6
5677,What is your favorite Baseball Team?,6
5678,What would you do if another guy approaches your girlfriend ?,9
5679,hav u seen a woman carrying a guy?,6
5680,Anyone born March 19th and do you know where i can get a birthday specfic horoscope?,8
5681,How many people died in Iraq under Saddam's rule?,10
5682,what is the US government's annual IT spending?,10
5683,one more riddle???,8
5684,Why do twins feel they have to dress alike ?,9
5685,Can anyone recommend a good book on tantric sex?,9
5686,Does everyone have a price?,1
5687,When will the christmas shoe movie be on tv?,8
5688,I need some help on the basics of Rugby.?,6
5689,Any isn't G.W. Bush being impeached?,10
5690,how much do your friends influence your overall behavior?,9
5691,What is the ONE COOL MATERIAL THING I need to buy right now?,1
5692,How can I become a saint?,1
5693,When was the revolutionary war?,10
5694,WHY SAURAV GANGULY NOT INCLUDED IN THE CRICKET TEAM OF INDIA?,6
5695,"HELP- title or musician of song with the main verse being, She's gone like the wind... Gone like yesterday",8
5696,is there any single villege exist in USA.is it correct to divide USA->states->Cities->wht next?,10
5697,"Bush wanted to bomb Al Jazeera, would you back him?",10
5698,is stepford a real place?,8
5699,"So, will the braves still succeed even though we lost the best pitching coach of all time?",6
5700,I wanna download bodabar songs but i cannot find it ??..i need ur supp?,8
5701,Why are there guys that don't like going out with big girl?,9
5702,how do you call the people that work in the casino withcards?,8
5703,"in an 80's era battle of the bands, who would win between Berlin and Missing Persons?",8
5704,This is a classic Riddle by Riddler. Can you figure it out?,8
5705,What do you think about the US in general?,1
5706,Does most magic originate from the magi?,1
5707,When the TIME is COME ....... do you considered your self as a CHOSEN ONE ??,1
5708,yahoo greetings e-cards?,9
5709,Do you think Alsan In Narnia is a depiction Of Jesus?  After all he kills-with prejudice-which Jesus would not,8
5710,what was the most stupid television series of all time?,8
5711,does anyone know ancient greek?,1
5712,HOW TO PICK UP GIRLS IN PUBS AND CLUBS?,9
5713,"PS? What does it stand for, meaning & origin?",1
5714,what do you do when you have a crush on a substitute?,9
5715,"whom u like from this? a. MEL GIBSON , b.BRUCE WILLIS, c.AL PACINO?",8
5716,what would you be if you were an animal?,1
5717,what do you tip a barber?,1
5718,What actually heals a broken heart??,9
5719,Why are so few nonprofits using Web2.0 technology?,1
5720,what is the percentage of men who have visted prostitutes?,1
5721,how can a single 19 year old lesbian meet other lesbians of all ages?,9
5722,Who are the two models on the Late Show with David Letterman?,8
5723,When do the all the television networks have to convert to HDTV?,8
5724,What was your favorite Must-See comedy?,8
5725,Does anyone know when all this trashy rap music will go out of style??,8
5726,what street was the real world house on in austin texas?,8
5727,When do they announce the nominees for the Academy Awards (Oscars)?,8
5728,did young Jesus really study astology?,1
5729,IS THE HOWARD STER SHOW COMIG TO SIRIUS CANADA?,8
5730,is it true denzel and pauletta washington are getting a divorce?,8
5731,Do you tip on the subtotal or the total of your tab?,1
5732,Wat does it mean dat 1 guy tell u we need to tok tom..With matching sad face!...:(???,9
5733,Buddhist Center in northern Jersey?,1
5734,"Do you think it's fair leave your children's mother , because you want to be with some else?",9
5735,Scientology people are insane or are they just brainwashed.?,1
5736,How was God made?,1
5737,What's the worst Christmas song ever?,8
5738,"What is the best format for sound reproduction, WAV, MP3, or MP3pro?",8
5739,what is the new name of the eskimos?,1
5740,can anyone tell me the arabic for the name abby?,1
5741,What are some good ideas for dates that won't necessarily break the bank?,9
5742,Who are the artists who sing the most popular versions of classic christmas songs?,8
5743,Are the Freemasons really bad people?,1
5744,what is your favorite line or scene from monty pyton's and the holy grail?,8
5745,IS SEX GOOD FOR U?,9
5746,"If My Name is Earl AND The Office are moving to Thursday Night, who's leaving?",8
5747,Is the trandition of Christmas Lights based on a pagan holiday?,1
5748,question for femails?,9
5749,how much should I tip furniture (like a bed) delivery?,1
5750,What are traditional Christmass Eve dishes in Lithuania?,1
5751,Why do Mexican-Americans concrete over their back yards in Chicago?,1
5752,Does anyone else base thier spirtual beliefs on the movie dogma?,1
5753,"When you love someone, or something, is it better to stand on a principal, or sacrafice for the situation?",9
5754,"is it right for a girl to like a guy thats one year younger, but in school?",9
5755,What is a good thing to do for my boyfriend on his birthday?,9
5756,Why do some Christians persist on trying to convert a person to their religion?,1
5757,What's the best way to survive a holiday visit with an annoying family?,9
5758,i just met this guy online named sam he is nice&funny i no i shouldnt meet him but wat should i do???,9
5759,"Why is it never a ""Happy"" Christmas and a ""Merry"" New Year?",1
5760,friendship & Love is a  relationship based on trust is it true?,9
5761,Is following a good tradition better than introducing risky changes?,1
5762,should i get really involved....?,9
5763,do you think they should take Christ out of Christmas?,1
5764,What would someone claiming to be the 2nd coming of Christ have to do...?,1
5765,It is possible to find someone special online?,9
5766,do you think a 16 year old girl and a 24 year old man can be friends until she turns 18?,9
5767,How did the pew get it is name in church?,1
5768,Why this Santa Claus character?,1
5769,What is the longest word in the english language?,1
5770,Do devout Christians believe that the Garden of Eden was an actual place on Earth?,1
5771,do you open a present on christmas eve?,1
5772,Is God A single entity?,1
5773,How are Navy Wives stereotyped in society?,1
5774,Is it dangerous to become a friend of a girl before becoming something more?,9
5775,How 2 approach guest who didnt send Bat Mitzvah gift? U dont want 2 overlook a thank U card if gift was lost!?,1
5776,Why do people keep typing their questions in ALL CAPS?,1
5777,how do i tell if a guy likes me?,9
5778,Know any cool websites about Greek mythology?,1
5779,Is Benny Hinn fake?,1
5780,What is the best way to flirt a girl?,9
